model,ins_id,param_id,length,correct,num_text,ori,format,total_score
c4ai-command-r-08-2024,4,2,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,4,3,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,4,4,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,0,0,6,0.5,0.5333333333333334,0.0,0.6,0.38333333333333336
c4ai-command-r-08-2024,0,1,6,0.5,0.5333333333333334,0.0,0.6,0.38333333333333336
c4ai-command-r-08-2024,0,2,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
c4ai-command-r-08-2024,0,3,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,0,4,6,1.0,1.0,0.5,0.6,0.75
c4ai-command-r-08-2024,1,0,6,0.5,1.0,0.875,1.0,0.8625
c4ai-command-r-08-2024,1,1,6,0.75,0.0,0.9166666666666666,1.0,0.675
c4ai-command-r-08-2024,1,2,6,0.7361111111111112,1.0,0.9166666666666666,1.0,0.9222222222222222
c4ai-command-r-08-2024,1,3,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,1,4,6,0.6111111111111112,1.0,0.888888888888889,1.0,0.888888888888889
c4ai-command-r-08-2024,2,0,6,0.75,1.0,1.0,1.0,0.95
c4ai-command-r-08-2024,2,1,6,0.75,1.0,0.6666666666666666,1.0,0.85
c4ai-command-r-08-2024,2,2,6,1.0,1.0,0.5,0.6,0.75
c4ai-command-r-08-2024,2,3,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,2,4,6,0.6111111111111112,1.0,0.888888888888889,1.0,0.888888888888889
c4ai-command-r-08-2024,3,0,6,0.75,1.0,0.7777777777777778,1.0,0.8833333333333334
c4ai-command-r-08-2024,3,1,6,0.75,1.0,0.6809523809523809,1.0,0.8542857142857143
c4ai-command-r-08-2024,3,2,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
c4ai-command-r-08-2024,3,3,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,3,4,6,1.0,1.0,0.5,0.6,0.75
c4ai-command-r-08-2024,4,0,6,0.75,1.0,0.6574074074074074,1.0,0.8472222222222221
c4ai-command-r-08-2024,4,1,6,0.5,1.0,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,4,2,6,1.0,1.0,0.5,0.6,0.75
c4ai-command-r-08-2024,4,3,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,4,4,6,1.0,1.0,0.5,0.6,0.75
c4ai-command-r-08-2024,0,0,13,0.5625,0.48,1.55,1.0,0.9475000000000001
c4ai-command-r-08-2024,0,1,13,0.56640625,0.48,0.6875,1.0,0.68953125
c4ai-command-r-08-2024,0,2,13,0.39453125,0.48,0.875,1.0,0.71140625
c4ai-command-r-08-2024,0,3,13,0.6171875,0.48,1.0,1.0,0.7934375
c4ai-command-r-08-2024,0,4,13,0.41015625,0.48,0.8571428571428571,1.0,0.7091741071428571
c4ai-command-r-08-2024,1,0,13,0.65625,0.48,2.4499999999999997,1.0,1.23625
c4ai-command-r-08-2024,1,1,13,0.1875,0.48,1.0,1.0,0.7075
c4ai-command-r-08-2024,1,2,13,0.70703125,0.48,1.0,0.8,0.7614062500000001
c4ai-command-r-08-2024,1,3,13,0.6171875,0.48,0.9772727272727272,1.0,0.7866193181818182
c4ai-command-r-08-2024,1,4,13,0.328125,0.48,1.0,1.0,0.735625
c4ai-command-r-08-2024,2,0,13,0.56640625,0.48,0.7777777777777778,1.0,0.7166145833333333
c4ai-command-r-08-2024,2,1,13,0.1875,0.32,0.0,0.4,0.21749999999999997
c4ai-command-r-08-2024,2,2,13,0.25,0.48,1.0,1.0,0.72
c4ai-command-r-08-2024,2,3,13,0.51953125,0.48,1.0,1.0,0.77390625
c4ai-command-r-08-2024,2,4,13,0.72265625,0.32,1.0,1.0,0.77453125
c4ai-command-r-08-2024,3,0,13,0.65625,0.48,1.8,1.0,1.0412500000000002
c4ai-command-r-08-2024,3,1,13,0.66796875,0.0,1.0,1.0,0.68359375
c4ai-command-r-08-2024,3,2,13,0.796875,0.32,1.0,1.0,0.7893749999999999
c4ai-command-r-08-2024,3,3,13,0.50390625,0.48,1.0,1.0,0.77078125
c4ai-command-r-08-2024,3,4,13,0.91015625,0.32,0.9583333333333334,1.0,0.79953125
c4ai-command-r-08-2024,4,0,13,0.65625,0.48,1.2620192307692308,1.0,0.8798557692307692
c4ai-command-r-08-2024,4,1,13,0.1875,0.32,0.0,0.4,0.21749999999999997
c4ai-command-r-08-2024,4,2,13,0.7890625,0.0,0.96875,1.0,0.6984375
c4ai-command-r-08-2024,4,3,13,0.75390625,0.64,1.0,1.0,0.8607812499999999
c4ai-command-r-08-2024,4,4,13,0.6953125,0.48,0.9,1.0,0.7790625
c4ai-command-r-08-2024,0,0,28,0.17857142857142858,0.2666666666666667,0.0,0.5,0.22738095238095238
c4ai-command-r-08-2024,0,1,28,0.0,0.2666666666666667,0.0,0.6,0.2166666666666667
c4ai-command-r-08-2024,0,2,28,0.17857142857142858,0.4,0.5,0.6,0.4357142857142858
c4ai-command-r-08-2024,0,3,28,0.07142857142857142,0.4,1.0,1.0,0.6642857142857143
c4ai-command-r-08-2024,0,4,28,0.32256235827664403,0.4,1.0,1.0,0.7145124716553288
c4ai-command-r-08-2024,1,0,28,0.4642857142857143,0.4,1.017857142857143,1.0,0.7482142857142857
c4ai-command-r-08-2024,1,1,28,0.0,0.4,0.9375,1.0,0.63125
c4ai-command-r-08-2024,1,2,28,0.2579365079365079,0.4,1.0,1.0,0.7015873015873015
c4ai-command-r-08-2024,1,3,28,0.23894557823129253,0.4,0.9499999999999998,1.0,0.6827891156462584
c4ai-command-r-08-2024,1,4,28,0.4988662131519274,0.5333333333333334,0.9906296851574213,0.8,0.7302954815109453
c4ai-command-r-08-2024,2,0,28,0.6785714285714286,0.4,1.303921568627451,1.0,0.8768907563025209
c4ai-command-r-08-2024,2,1,28,0.25,0.2666666666666667,0.0,0.5,0.2416666666666667
c4ai-command-r-08-2024,2,2,28,0.33390022675736963,0.4,0.5,0.6,0.46678004535147394
c4ai-command-r-08-2024,2,3,28,0.5884353741496599,0.6666666666666667,1.0,1.0,0.8343537414965987
c4ai-command-r-08-2024,2,4,28,0.4484126984126984,0.0,0.8898809523809524,0.5,0.4816468253968254
c4ai-command-r-08-2024,3,0,28,0.6785714285714286,0.4,1.1247357293868923,1.0,0.8231350045303534
c4ai-command-r-08-2024,3,1,28,0.0,0.2666666666666667,0.0,0.6,0.2166666666666667
c4ai-command-r-08-2024,3,2,28,0.23837868480725624,0.4,1.0,1.0,0.6976757369614512
c4ai-command-r-08-2024,3,3,28,0.34013605442176875,0.4,1.0,1.0,0.7180272108843537
c4ai-command-r-08-2024,3,4,28,0.6417233560090703,0.0,0.9539007092198583,0.8,0.6145148839677714
c4ai-command-r-08-2024,4,0,28,0.5714285714285714,0.2666666666666667,0.0,0.5,0.3059523809523809
c4ai-command-r-08-2024,4,1,28,0.3650793650793651,0.4,0.5894648829431438,1.0,0.5998553378988161
c4ai-command-r-08-2024,4,2,28,0.4121315192743764,0.4,0.9318181818181818,1.0,0.7119717584003299
c4ai-command-r-08-2024,4,3,28,0.2619047619047619,0.4,1.0,1.0,0.7023809523809523
c4ai-command-r-08-2024,4,4,28,0.5816326530612245,0.4,0.9343434343434344,1.0,0.7466295609152752
c4ai-command-r-08-2024,0,0,60,0.0,0.34285714285714286,0.011627906976744186,1.0,0.33920265780730896
c4ai-command-r-08-2024,0,1,60,0.0,0.34285714285714286,2.2708333333333335,1.0,1.0169642857142858
c4ai-command-r-08-2024,0,2,60,0.1015625,0.34285714285714286,0.5,0.6,0.40602678571428574
c4ai-command-r-08-2024,0,3,60,0.0949435763888889,0.34285714285714286,1.0,1.0,0.6547030009920635
c4ai-command-r-08-2024,0,4,60,0.4375,0.34285714285714286,0.5,0.6,0.47321428571428575
c4ai-command-r-08-2024,1,0,60,0.0,0.34285714285714286,0.15625,1.0,0.38258928571428574
c4ai-command-r-08-2024,1,1,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
c4ai-command-r-08-2024,1,2,60,0.0,0.34285714285714286,0.7985507246376812,1.0,0.5752795031055901
c4ai-command-r-08-2024,1,3,60,0.0390625,0.22857142857142856,0.0,0.5,0.18995535714285713
c4ai-command-r-08-2024,1,4,60,0.0,0.0,0.3387469265893923,1.0,0.3516240779768177
c4ai-command-r-08-2024,2,0,60,0.0,0.34285714285714286,0.038461538461538464,1.0,0.34725274725274724
c4ai-command-r-08-2024,2,1,60,0.078125,0.34285714285714286,0.9166666666666666,1.0,0.6263392857142858
c4ai-command-r-08-2024,2,2,60,0.23014322916666666,0.34285714285714286,1.0,1.0,0.6817429315476191
c4ai-command-r-08-2024,2,3,60,0.1328125,0.22857142857142856,0.0,0.5,0.20870535714285712
c4ai-command-r-08-2024,2,4,60,0.421875,0.22857142857142856,0.0,0.5,0.26651785714285714
c4ai-command-r-08-2024,3,0,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
c4ai-command-r-08-2024,3,1,60,0.171875,0.34285714285714286,0.91,1.0,0.6430892857142857
c4ai-command-r-08-2024,3,2,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
c4ai-command-r-08-2024,3,3,60,0.21712239583333334,0.34285714285714286,1.0,1.0,0.6791387648809524
c4ai-command-r-08-2024,3,4,60,0.5368923611111112,0.34285714285714286,0.49561403508771934,0.6,0.49177696846282376
c4ai-command-r-08-2024,4,0,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
c4ai-command-r-08-2024,4,1,60,0.203125,0.34285714285714286,0.91,1.0,0.6493392857142857
c4ai-command-r-08-2024,4,2,60,0.2437065972222222,0.34285714285714286,1.0,1.0,0.6844556051587302
c4ai-command-r-08-2024,4,3,60,0.24153645833333334,0.34285714285714286,0.9736842105263158,1.0,0.6761268405388472
c4ai-command-r-08-2024,4,4,60,0.3541666666666667,0.22857142857142856,0.0,0.5,0.25297619047619047
c4ai-command-r-08-2024,0,0,120,0.013392857142857142,0.22857142857142856,0.0,0.4,0.15982142857142856
c4ai-command-r-08-2024,0,1,120,0.0,0.34285714285714286,1.0035714285714286,1.0,0.6367857142857143
c4ai-command-r-08-2024,0,2,120,0.026785714285714284,0.34285714285714286,1.0,1.0,0.6410714285714285
c4ai-command-r-08-2024,0,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
c4ai-command-r-08-2024,0,4,120,0.20982142857142858,0.22857142857142856,0.0,0.5,0.2241071428571429
c4ai-command-r-08-2024,1,0,120,0.013392857142857142,0.22857142857142856,0.0,0.4,0.15982142857142856
c4ai-command-r-08-2024,1,1,120,0.0,0.34285714285714286,2.0761904761904764,1.0,0.9585714285714285
c4ai-command-r-08-2024,1,2,120,0.07366071428571429,0.34285714285714286,0.9896373056994818,1.0,0.6473376202812731
c4ai-command-r-08-2024,1,3,120,0.0,0.45714285714285713,0.5,1.0,0.5142857142857142
c4ai-command-r-08-2024,1,4,120,0.04017857142857143,0.22857142857142856,0.0,0.5,0.19017857142857145
c4ai-command-r-08-2024,2,0,120,0.046875,0.34285714285714286,1.0,1.0,0.6450892857142858
c4ai-command-r-08-2024,2,1,120,0.013392857142857142,0.22857142857142856,0.0,0.4,0.15982142857142856
c4ai-command-r-08-2024,2,2,120,0.04352678571428571,0.22857142857142856,0.0,0.5,0.19084821428571427
c4ai-command-r-08-2024,2,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
c4ai-command-r-08-2024,2,4,120,0.21428571428571427,0.22857142857142856,0.0,0.5,0.225
c4ai-command-r-08-2024,3,0,120,0.0,0.34285714285714286,0.0064432989690721655,1.0,0.3376472754050074
c4ai-command-r-08-2024,3,1,120,0.0,0.34285714285714286,1.0,1.0,0.6357142857142858
c4ai-command-r-08-2024,3,2,120,0.026785714285714284,0.34285714285714286,0.9974226804123711,1.0,0.6402982326951399
c4ai-command-r-08-2024,3,3,120,0.0033482142857142855,0.22857142857142856,0.0,0.5,0.1828125
c4ai-command-r-08-2024,3,4,120,0.20535714285714285,0.22857142857142856,0.0,0.5,0.22321428571428573
c4ai-command-r-08-2024,4,0,120,0.08111447704081633,0.34285714285714286,0.9130434782608695,1.0,0.6258502246007098
c4ai-command-r-08-2024,4,1,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
c4ai-command-r-08-2024,4,2,120,0.08071588010204082,0.34285714285714286,0.967741935483871,1.0,0.6421800423798552
c4ai-command-r-08-2024,4,3,120,0.016741071428571428,0.22857142857142856,0.0,0.5,0.18549107142857144
c4ai-command-r-08-2024,4,4,120,0.2388592155612245,0.34285714285714286,0.9607843137254902,1.0,0.6717214229441777
glm-4-9b-chat-1m,0,0,3,0.0,0.5333333333333334,0.0,0.6,0.2833333333333333
glm-4-9b-chat-1m,0,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,0,2,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,0,3,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,0,4,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,1,0,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,1,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,1,2,3,1.0,1.0,0.5,0.3,0.675
glm-4-9b-chat-1m,1,3,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,1,4,3,1.0,1.0,0.5,0.3,0.675
glm-4-9b-chat-1m,2,0,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,2,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,2,2,3,1.0,1.0,0.5,0.3,0.675
glm-4-9b-chat-1m,2,3,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,2,4,3,1.0,0.0,0.5,0.3,0.425
glm-4-9b-chat-1m,3,0,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,2,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,3,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,3,4,3,1.0,1.0,0.5,0.6,0.75
glm-4-9b-chat-1m,4,0,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,4,1,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,4,2,3,1.0,1.0,0.9375,0.7,0.90625
glm-4-9b-chat-1m,4,3,3,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,4,4,3,1.0,1.0,0.5,0.6,0.75
glm-4-9b-chat-1m,0,0,6,0.0,0.5333333333333334,0.0,0.6,0.2833333333333333
glm-4-9b-chat-1m,0,1,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
glm-4-9b-chat-1m,0,2,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
glm-4-9b-chat-1m,0,3,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,0,4,6,0.6666666666666666,0.5333333333333334,0.0,0.5,0.3916666666666667
glm-4-9b-chat-1m,1,0,6,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,1,1,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,1,2,6,1.0,1.0,0.5,0.3,0.675
glm-4-9b-chat-1m,1,3,6,0.0,1.0,0.125,0.3,0.3625
glm-4-9b-chat-1m,1,4,6,0.8611111111111112,1.0,0.5,0.3,0.6472222222222223
glm-4-9b-chat-1m,2,0,6,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,2,1,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,2,2,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,2,3,6,0.0,0.5333333333333334,0.0,0.5,0.25833333333333336
glm-4-9b-chat-1m,2,4,6,0.8611111111111112,1.0,0.5,0.3,0.6472222222222223
glm-4-9b-chat-1m,3,0,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,1,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
glm-4-9b-chat-1m,3,2,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,3,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,3,4,6,0.8611111111111112,1.0,0.5,0.6,0.7222222222222222
glm-4-9b-chat-1m,4,0,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,4,1,6,0.5,0.5333333333333334,0.0,0.5,0.35833333333333334
glm-4-9b-chat-1m,4,2,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
glm-4-9b-chat-1m,4,3,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
glm-4-9b-chat-1m,4,4,6,0.8611111111111112,1.0,0.5,0.6,0.7222222222222222
glm-4-9b-chat-1m,0,0,13,0.0,0.32,0.0,0.6,0.22999999999999998
glm-4-9b-chat-1m,0,1,13,0.1875,0.32,0.0,0.5,0.2425
glm-4-9b-chat-1m,0,2,13,0.09375,0.32,0.0,0.5,0.22374999999999998
glm-4-9b-chat-1m,0,3,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,0,4,13,0.09375,0.32,0.0,0.6,0.24874999999999997
glm-4-9b-chat-1m,1,0,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,1,1,13,0.0,1.0,0.05555555555555555,0.3,0.3416666666666667
glm-4-9b-chat-1m,1,2,13,0.09375,0.48,0.5,0.3,0.36375
glm-4-9b-chat-1m,1,3,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,1,4,13,0.09375,0.64,0.5,0.3,0.40374999999999994
glm-4-9b-chat-1m,2,0,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,2,1,13,0.0,0.0,0.5,0.3,0.225
glm-4-9b-chat-1m,2,2,13,0.0,0.64,0.19444444444444445,0.3,0.29333333333333333
glm-4-9b-chat-1m,2,3,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,2,4,13,0.09375,0.64,0.5,0.3,0.40374999999999994
glm-4-9b-chat-1m,3,0,13,0.5625,0.32,0.0,0.6,0.34249999999999997
glm-4-9b-chat-1m,3,1,13,0.375,0.32,0.0,0.5,0.27999999999999997
glm-4-9b-chat-1m,3,2,13,0.09375,0.32,0.0,0.5,0.22374999999999998
glm-4-9b-chat-1m,3,3,13,0.0,0.32,0.0,0.5,0.205
glm-4-9b-chat-1m,3,4,13,0.09375,0.64,0.5,0.5,0.45375
glm-4-9b-chat-1m,4,0,13,0.72265625,0.48,1.0,1.0,0.8145312499999999
glm-4-9b-chat-1m,4,1,13,0.375,0.32,0.0,0.5,0.27999999999999997
glm-4-9b-chat-1m,4,2,13,0.421875,0.32,0.0,0.5,0.289375
glm-4-9b-chat-1m,4,3,13,0.421875,0.32,0.0,0.5,0.289375
glm-4-9b-chat-1m,4,4,13,0.4375,0.32,0.0,0.5,0.2925
glm-4-9b-chat-1m,0,0,28,0.07142857142857142,0.2666666666666667,0.0,0.5,0.20595238095238094
glm-4-9b-chat-1m,0,1,28,0.21428571428571427,0.2666666666666667,0.0,0.5,0.23452380952380952
glm-4-9b-chat-1m,0,2,28,0.07142857142857142,0.2666666666666667,0.0,0.5,0.20595238095238094
glm-4-9b-chat-1m,0,3,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,0,4,28,0.5,0.2666666666666667,0.0,0.5,0.2916666666666667
glm-4-9b-chat-1m,1,0,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,1,1,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,1,2,28,0.08928571428571429,0.4,0.5,0.3,0.34285714285714286
glm-4-9b-chat-1m,1,3,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,1,4,28,0.08333333333333333,0.5333333333333334,0.5,0.3,0.375
glm-4-9b-chat-1m,2,0,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,2,1,28,0.07142857142857142,0.0,0.0,0.3,0.08928571428571427
glm-4-9b-chat-1m,2,2,28,0.25056689342403626,0.4,0.49137931034482757,0.3,0.37252717178825556
glm-4-9b-chat-1m,2,3,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,2,4,28,0.2857142857142857,0.2666666666666667,0.0,0.5,0.2488095238095238
glm-4-9b-chat-1m,3,0,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,3,1,28,0.07142857142857142,0.2666666666666667,0.0,0.5,0.20595238095238094
glm-4-9b-chat-1m,3,2,28,0.05357142857142857,0.2666666666666667,0.0,0.5,0.20238095238095238
glm-4-9b-chat-1m,3,3,28,0.0,0.2666666666666667,0.0,0.5,0.19166666666666668
glm-4-9b-chat-1m,3,4,28,0.08333333333333333,0.5333333333333334,0.5,0.3,0.375
glm-4-9b-chat-1m,4,0,28,0.14285714285714285,0.2666666666666667,0.0,0.5,0.22023809523809526
glm-4-9b-chat-1m,4,1,28,0.07142857142857142,0.2666666666666667,0.0,0.5,0.20595238095238094
glm-4-9b-chat-1m,4,2,28,0.0719954648526077,0.4,1.0,0.7,0.5893990929705215
glm-4-9b-chat-1m,4,3,28,0.2857142857142857,0.2666666666666667,0.0,0.5,0.2488095238095238
glm-4-9b-chat-1m,4,4,28,0.13095238095238096,0.4,0.5,0.3,0.35119047619047616
glm-4-9b-chat-1m,0,0,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
glm-4-9b-chat-1m,0,1,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
glm-4-9b-chat-1m,0,2,60,0.0390625,0.22857142857142856,0.0,0.5,0.18995535714285713
glm-4-9b-chat-1m,0,3,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,0,4,60,0.2552083333333333,0.22857142857142856,0.0,0.5,0.2331845238095238
glm-4-9b-chat-1m,1,0,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,1,1,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
glm-4-9b-chat-1m,1,2,60,0.09375,0.45714285714285713,0.012499999999999999,0.3,0.2117857142857143
glm-4-9b-chat-1m,1,3,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,1,4,60,0.24479166666666666,0.22857142857142856,0.0,0.5,0.23110119047619046
glm-4-9b-chat-1m,2,0,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,2,1,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
glm-4-9b-chat-1m,2,2,60,0.09375,0.22857142857142856,0.0,0.5,0.20089285714285712
glm-4-9b-chat-1m,2,3,60,0.0,0.34285714285714286,0.012499999999999999,0.3,0.16446428571428573
glm-4-9b-chat-1m,2,4,60,0.3229166666666667,0.22857142857142856,0.0,0.5,0.24672619047619046
glm-4-9b-chat-1m,3,0,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,3,1,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
glm-4-9b-chat-1m,3,2,60,0.0390625,0.22857142857142856,0.0,0.5,0.18995535714285713
glm-4-9b-chat-1m,3,3,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,3,4,60,0.15104166666666666,0.22857142857142856,0.0,0.5,0.21235119047619047
glm-4-9b-chat-1m,4,0,60,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,4,1,60,0.03125,0.22857142857142856,0.0,0.5,0.18839285714285714
glm-4-9b-chat-1m,4,2,60,0.09375,0.34285714285714286,0.0,0.3,0.17946428571428572
glm-4-9b-chat-1m,4,3,60,0.0234375,0.22857142857142856,0.0,0.5,0.18683035714285715
glm-4-9b-chat-1m,4,4,60,0.2552083333333333,0.22857142857142856,0.0,0.5,0.2331845238095238
glm-4-9b-chat-1m,0,0,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,0,1,120,0.020089285714285716,0.22857142857142856,0.0,0.5,0.1861607142857143
glm-4-9b-chat-1m,0,2,120,0.026785714285714284,0.22857142857142856,0.0,0.5,0.1875
glm-4-9b-chat-1m,0,3,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
glm-4-9b-chat-1m,0,4,120,0.21651785714285715,0.22857142857142856,0.0,0.4,0.20044642857142855
glm-4-9b-chat-1m,1,0,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,1,1,120,0.0,0.34285714285714286,0.002717391304347826,0.3,0.16152950310559006
glm-4-9b-chat-1m,1,2,120,0.0,0.34285714285714286,0.004746835443037975,0.3,0.1621383363471971
glm-4-9b-chat-1m,1,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,1,4,120,0.11607142857142858,0.0,0.009727626459143969,0.3,0.1011325736520289
glm-4-9b-chat-1m,2,0,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,2,1,120,0.0,0.34285714285714286,0.5,0.3,0.3107142857142857
glm-4-9b-chat-1m,2,2,120,0.05022321428571429,0.22857142857142856,0.0,0.5,0.1921875
glm-4-9b-chat-1m,2,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,2,4,120,0.24330357142857142,0.22857142857142856,0.0,0.5,0.23080357142857144
glm-4-9b-chat-1m,3,0,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,3,1,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
glm-4-9b-chat-1m,3,2,120,0.016741071428571428,0.22857142857142856,0.0,0.5,0.18549107142857144
glm-4-9b-chat-1m,3,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,3,4,120,0.11607142857142858,0.0,0.009727626459143969,0.3,0.1011325736520289
glm-4-9b-chat-1m,4,0,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,4,1,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
glm-4-9b-chat-1m,4,2,120,0.04017857142857143,0.22857142857142856,0.0,0.5,0.19017857142857145
glm-4-9b-chat-1m,4,3,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
glm-4-9b-chat-1m,4,4,120,0.0,0.22857142857142856,0.0,0.5,0.18214285714285713
Meta-Llama-3.1-8B-Instruct,0,0,3,0.75,1.0,0.5,0.3,0.625
Meta-Llama-3.1-8B-Instruct,0,1,3,0.75,1.0,0.5,0.3,0.625
