model,ins_id,param_id,length,candi_ori,logit_correct,num_doc,format,total_score
c4ai-command-r-08-2024,0,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,1,0,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,1,1,13,1.0,0.4444444444444444,1.0,0.6,0.738095238095238
c4ai-command-r-08-2024,1,2,13,1.0,0.7333333333333333,1.0,0.6,0.7999999999999999
c4ai-command-r-08-2024,1,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
c4ai-command-r-08-2024,1,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,2,0,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,2,1,13,1.0,0.5777777777777777,1.0,0.6,0.7666666666666667
c4ai-command-r-08-2024,2,2,13,1.0,0.7333333333333333,1.0,0.6,0.7999999999999999
c4ai-command-r-08-2024,2,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
c4ai-command-r-08-2024,2,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,3,0,13,1.0,0.4444444444444444,1.0,0.6,0.738095238095238
c4ai-command-r-08-2024,3,1,13,1.0,0.4444444444444444,1.0,0.6,0.738095238095238
c4ai-command-r-08-2024,3,2,13,1.0,0.6222222222222222,1.0,0.6,0.7761904761904762
c4ai-command-r-08-2024,3,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
c4ai-command-r-08-2024,3,4,13,1.0,0.8666666666666667,1.0,0.6,0.8285714285714285
c4ai-command-r-08-2024,4,0,13,1.0,0.4444444444444444,1.0,0.6,0.738095238095238
c4ai-command-r-08-2024,4,1,13,1.0,0.4444444444444444,1.0,0.6,0.738095238095238
c4ai-command-r-08-2024,4,2,13,1.0,0.7555555555555555,1.0,0.6,0.8047619047619047
c4ai-command-r-08-2024,4,3,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
c4ai-command-r-08-2024,4,4,13,1.0,0.8444444444444444,1.0,0.6,0.8238095238095238
c4ai-command-r-08-2024,0,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,0,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,0,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,0,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,0,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
c4ai-command-r-08-2024,1,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,1,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,1,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,1,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,1,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
c4ai-command-r-08-2024,2,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,2,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,2,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,2,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,2,4,28,1.0,0.5714285714285714,1.0,0.6,0.7653061224489797
c4ai-command-r-08-2024,3,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,3,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,3,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,3,3,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
c4ai-command-r-08-2024,3,4,28,1.0,0.7346938775510204,1.0,1.0,0.9431486880466472
c4ai-command-r-08-2024,4,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,4,1,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,4,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,4,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
c4ai-command-r-08-2024,4,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
c4ai-command-r-08-2024,0,0,60,1.0,0.47441860465116276,1.0,0.6,0.7445182724252492
c4ai-command-r-08-2024,0,1,60,1.0,0.1674418604651163,1.0,0.6,0.6787375415282392
c4ai-command-r-08-2024,0,2,60,1.0,0.6186046511627907,1.0,0.6,0.7754152823920266
c4ai-command-r-08-2024,0,3,60,1.0,0.6,1.0,0.6,0.7714285714285715
c4ai-command-r-08-2024,0,4,60,1.0,0.813953488372093,1.0,0.6,0.8172757475083056
c4ai-command-r-08-2024,1,0,60,1.0,0.6093023255813953,1.0,1.0,0.9162790697674419
c4ai-command-r-08-2024,1,1,60,1.0,0.11627906976744186,1.0,0.6,0.6677740863787376
c4ai-command-r-08-2024,1,2,60,1.0,0.24651162790697675,1.0,0.6,0.6956810631229235
c4ai-command-r-08-2024,1,3,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
c4ai-command-r-08-2024,1,4,60,1.0,0.22325581395348837,1.0,1.0,0.8335548172757475
c4ai-command-r-08-2024,2,0,60,1.0,0.6139534883720931,1.0,0.6,0.7744186046511629
c4ai-command-r-08-2024,2,1,60,1.0,0.15348837209302327,1.0,0.6,0.6757475083056479
c4ai-command-r-08-2024,2,2,60,1.0,0.4093023255813953,1.0,0.6,0.7305647840531562
c4ai-command-r-08-2024,2,3,60,1.0,0.6186046511627907,1.0,0.6,0.7754152823920266
c4ai-command-r-08-2024,2,4,60,1.0,0.813953488372093,1.0,0.6,0.8172757475083056
c4ai-command-r-08-2024,3,0,60,1.0,0.7767441860465117,1.0,1.0,0.9521594684385383
c4ai-command-r-08-2024,3,1,60,1.0,0.5348837209302325,1.0,1.0,0.9003322259136212
c4ai-command-r-08-2024,3,2,60,1.0,0.5906976744186047,1.0,1.0,0.9122923588039866
c4ai-command-r-08-2024,3,3,60,1.0,0.6232558139534884,1.0,1.0,0.9192691029900332
c4ai-command-r-08-2024,3,4,60,1.0,0.8000000000000002,1.0,1.0,0.9571428571428572
c4ai-command-r-08-2024,4,0,60,1.0,0.44186046511627913,1.0,0.6,0.7375415282392027
c4ai-command-r-08-2024,4,1,60,1.0,0.2558139534883721,1.0,0.6,0.6976744186046512
c4ai-command-r-08-2024,4,2,60,1.0,0.24651162790697675,1.0,0.6,0.6956810631229235
c4ai-command-r-08-2024,4,3,60,1.0,0.6232558139534884,1.0,1.0,0.9192691029900332
c4ai-command-r-08-2024,4,4,60,1.0,0.7674418604651163,1.0,1.0,0.9501661129568106
c4ai-command-r-08-2024,0,0,120,0.0,0.0,0.5792917628945343,0.27713625866050806,0.22311118442758168
c4ai-command-r-08-2024,0,1,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,0,2,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,0,3,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,0,4,120,0.0,0.0,0.7351809083910701,0.0,0.15753876608380074
c4ai-command-r-08-2024,1,0,120,0.0,0.0,0.5792917628945343,0.27713625866050806,0.22311118442758168
c4ai-command-r-08-2024,1,1,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,1,2,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,1,3,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,1,4,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,2,0,120,0.0,0.0,0.5792917628945343,0.27713625866050806,0.22311118442758168
c4ai-command-r-08-2024,2,1,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,2,2,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,2,3,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,2,4,120,0.0,0.0,0.6755196304849885,0.3233256351039261,0.26022764764104256
c4ai-command-r-08-2024,3,0,120,0.0,0.0,0.6755196304849885,0.32424942263279444,0.26055757175849553
c4ai-command-r-08-2024,3,1,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,3,2,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,3,3,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,3,4,120,0.0,0.0,0.7467282525019246,0.3584295612009238,0.2880237545364566
c4ai-command-r-08-2024,4,0,120,0.0,0.0,0.5792917628945343,0.27713625866050806,0.22311118442758168
c4ai-command-r-08-2024,4,1,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,4,2,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,4,3,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
c4ai-command-r-08-2024,4,4,120,0.0,0.0,0.7467282525019246,0.9584295612009239,0.502309468822171
glm-4-9b-chat-1m,0,0,3,1.0,0.20000000000000004,1.0,0.4,0.6142857142857142
glm-4-9b-chat-1m,0,1,3,1.0,0.20000000000000004,1.0,0.4,0.6142857142857142
glm-4-9b-chat-1m,0,2,3,1.0,0.3,1.0,0.4,0.6357142857142858
glm-4-9b-chat-1m,0,3,3,1.0,0.5,1.0,0.4,0.6785714285714286
glm-4-9b-chat-1m,0,4,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
glm-4-9b-chat-1m,1,0,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,1,1,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,1,2,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,1,3,3,1.0,0.6,1.0,0.8,0.8428571428571429
glm-4-9b-chat-1m,1,4,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,2,0,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,2,1,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,2,2,3,1.0,0.20000000000000004,1.0,0.4,0.6142857142857142
glm-4-9b-chat-1m,2,3,3,1.0,0.5,1.0,0.4,0.6785714285714286
glm-4-9b-chat-1m,2,4,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,3,0,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,3,1,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,3,2,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,3,3,3,1.0,0.5,1.0,0.8,0.8214285714285714
glm-4-9b-chat-1m,3,4,3,1.0,0.4000000000000001,1.0,0.8,0.7999999999999999
glm-4-9b-chat-1m,4,0,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,4,1,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,4,2,3,1.0,0.20000000000000004,1.0,0.8,0.7571428571428571
glm-4-9b-chat-1m,4,3,3,1.0,0.5,1.0,0.8,0.8214285714285714
glm-4-9b-chat-1m,4,4,3,1.0,0.3,1.0,0.8,0.7785714285714286
glm-4-9b-chat-1m,0,0,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,0,1,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,0,2,6,1.0,0.15,1.0,0.4,0.6035714285714285
glm-4-9b-chat-1m,0,3,6,1.0,0.5,1.0,0.4,0.6785714285714286
glm-4-9b-chat-1m,0,4,6,1.0,0.65,1.0,0.4,0.7107142857142856
glm-4-9b-chat-1m,1,0,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,1,1,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,1,2,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,1,3,6,1.0,0.55,1.0,0.8,0.8321428571428572
glm-4-9b-chat-1m,1,4,6,1.0,0.25,1.0,0.8,0.7678571428571429
glm-4-9b-chat-1m,2,0,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,2,1,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,2,2,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,2,3,6,1.0,0.45,1.0,0.4,0.6678571428571428
glm-4-9b-chat-1m,2,4,6,1.0,0.65,1.0,0.4,0.7107142857142856
glm-4-9b-chat-1m,3,0,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,3,1,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,3,2,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,3,3,6,1.0,0.55,1.0,0.8,0.8321428571428572
glm-4-9b-chat-1m,3,4,6,1.0,0.25,1.0,0.8,0.7678571428571429
glm-4-9b-chat-1m,4,0,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,4,1,6,1.0,0.10000000000000002,1.0,0.8,0.7357142857142858
glm-4-9b-chat-1m,4,2,6,1.0,0.15,1.0,0.8,0.7464285714285713
glm-4-9b-chat-1m,4,3,6,1.0,0.55,1.0,0.8,0.8321428571428572
glm-4-9b-chat-1m,4,4,6,1.0,0.25,1.0,0.8,0.7678571428571429
glm-4-9b-chat-1m,0,0,13,1.0,0.37777777777777777,1.0,0.8,0.7952380952380952
glm-4-9b-chat-1m,0,1,13,1.0,0.06666666666666667,1.0,0.8,0.7285714285714285
glm-4-9b-chat-1m,0,2,13,1.0,0.3111111111111111,1.0,0.8,0.780952380952381
glm-4-9b-chat-1m,0,3,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
glm-4-9b-chat-1m,0,4,13,1.0,0.7111111111111111,1.0,0.8,0.8666666666666666
glm-4-9b-chat-1m,1,0,13,1.0,0.4222222222222222,1.0,0.8,0.8047619047619047
glm-4-9b-chat-1m,1,1,13,1.0,0.06666666666666667,1.0,0.8,0.7285714285714285
glm-4-9b-chat-1m,1,2,13,1.0,0.4222222222222222,1.0,0.8,0.8047619047619047
glm-4-9b-chat-1m,1,3,13,1.0,0.6444444444444445,1.0,0.8,0.8523809523809524
glm-4-9b-chat-1m,1,4,13,1.0,0.6888888888888888,1.0,0.8,0.8619047619047618
glm-4-9b-chat-1m,2,0,13,1.0,0.4222222222222222,1.0,0.8,0.8047619047619047
glm-4-9b-chat-1m,2,1,13,1.0,0.06666666666666667,1.0,0.8,0.7285714285714285
glm-4-9b-chat-1m,2,2,13,1.0,0.37777777777777777,1.0,0.8,0.7952380952380952
glm-4-9b-chat-1m,2,3,13,1.0,0.6444444444444445,1.0,0.4,0.7095238095238096
glm-4-9b-chat-1m,2,4,13,1.0,0.6888888888888888,1.0,0.8,0.8619047619047618
glm-4-9b-chat-1m,3,0,13,1.0,0.26666666666666666,1.0,0.8,0.7714285714285715
glm-4-9b-chat-1m,3,1,13,1.0,0.06666666666666667,1.0,0.8,0.7285714285714285
glm-4-9b-chat-1m,3,2,13,1.0,0.35555555555555557,1.0,0.8,0.7904761904761904
glm-4-9b-chat-1m,3,3,13,1.0,0.6444444444444445,1.0,0.8,0.8523809523809524
glm-4-9b-chat-1m,3,4,13,1.0,0.7111111111111111,1.0,0.8,0.8666666666666666
glm-4-9b-chat-1m,4,0,13,1.0,0.37777777777777777,1.0,0.8,0.7952380952380952
glm-4-9b-chat-1m,4,1,13,1.0,0.06666666666666667,1.0,0.8,0.7285714285714285
glm-4-9b-chat-1m,4,2,13,1.0,0.3111111111111111,1.0,0.8,0.780952380952381
glm-4-9b-chat-1m,4,3,13,1.0,0.6444444444444445,1.0,0.8,0.8523809523809524
glm-4-9b-chat-1m,4,4,13,1.0,0.7111111111111111,1.0,0.8,0.8666666666666666
glm-4-9b-chat-1m,0,0,28,1.0,0.5408163265306123,1.0,0.8,0.8301749271137027
glm-4-9b-chat-1m,0,1,28,1.0,0.08163265306122448,1.0,0.8,0.7317784256559766
glm-4-9b-chat-1m,0,2,28,1.0,0.11224489795918367,1.0,0.8,0.738338192419825
glm-4-9b-chat-1m,0,3,28,0.0,0.0,0.8248299319727891,0.4,0.3196064139941691
glm-4-9b-chat-1m,0,4,28,1.0,0.7244897959183674,1.0,0.8,0.8695335276967929
glm-4-9b-chat-1m,1,0,28,1.0,0.5918367346938775,1.0,0.8,0.8411078717201166
glm-4-9b-chat-1m,1,1,28,1.0,0.07142857142857142,1.0,0.8,0.729591836734694
glm-4-9b-chat-1m,1,2,28,1.0,0.08163265306122448,1.0,0.8,0.7317784256559766
glm-4-9b-chat-1m,1,3,28,1.0,0.673469387755102,1.0,0.8,0.8586005830903789
glm-4-9b-chat-1m,1,4,28,1.0,0.6938775510204082,1.0,0.8,0.8629737609329445
glm-4-9b-chat-1m,2,0,28,1.0,0.5918367346938775,1.0,0.8,0.8411078717201166
glm-4-9b-chat-1m,2,1,28,1.0,0.08163265306122448,1.0,0.8,0.7317784256559766
glm-4-9b-chat-1m,2,2,28,1.0,0.08163265306122448,1.0,0.8,0.7317784256559766
glm-4-9b-chat-1m,2,3,28,1.0,0.6836734693877551,1.0,0.8,0.8607871720116618
glm-4-9b-chat-1m,2,4,28,1.0,0.7142857142857143,1.0,0.8,0.8673469387755102
glm-4-9b-chat-1m,3,0,28,1.0,0.5816326530612245,1.0,0.8,0.8389212827988338
glm-4-9b-chat-1m,3,1,28,1.0,0.07142857142857142,1.0,0.8,0.729591836734694
glm-4-9b-chat-1m,3,2,28,1.0,0.09183673469387756,1.0,0.8,0.7339650145772595
glm-4-9b-chat-1m,3,3,28,1.0,0.673469387755102,1.0,0.8,0.8586005830903789
glm-4-9b-chat-1m,3,4,28,1.0,0.7244897959183674,1.0,0.8,0.8695335276967929
glm-4-9b-chat-1m,4,0,28,1.0,0.5816326530612245,1.0,0.8,0.8389212827988338
glm-4-9b-chat-1m,4,1,28,1.0,0.07142857142857142,1.0,0.8,0.729591836734694
glm-4-9b-chat-1m,4,2,28,1.0,0.09183673469387756,1.0,0.8,0.7339650145772595
glm-4-9b-chat-1m,4,3,28,1.0,0.6836734693877551,1.0,0.8,0.8607871720116618
glm-4-9b-chat-1m,4,4,28,1.0,0.6938775510204082,1.0,0.8,0.8629737609329445
glm-4-9b-chat-1m,0,0,60,1.0,0.4837209302325582,1.0,0.8,0.8179401993355482
glm-4-9b-chat-1m,0,1,60,1.0,0.11627906976744186,1.0,0.8,0.739202657807309
glm-4-9b-chat-1m,0,2,60,0.0,0.0,0.7751937984496124,0.7720930232558139,0.4418604651162791
glm-4-9b-chat-1m,0,3,60,1.0,0.586046511627907,1.0,0.4,0.6970099667774087
glm-4-9b-chat-1m,0,4,60,1.0,0.6790697674418604,1.0,0.8,0.8598006644518273
glm-4-9b-chat-1m,1,0,60,0.0,0.0,0.7751937984496124,0.7720930232558139,0.4418604651162791
glm-4-9b-chat-1m,1,1,60,1.0,0.10232558139534882,1.0,0.8,0.7362126245847176
glm-4-9b-chat-1m,1,2,60,1.0,0.11627906976744186,1.0,0.8,0.739202657807309
glm-4-9b-chat-1m,1,3,60,1.0,0.5906976744186047,1.0,0.8,0.8408637873754152
glm-4-9b-chat-1m,1,4,60,1.0,0.6744186046511628,1.0,0.8,0.8588039867109635
glm-4-9b-chat-1m,2,0,60,1.0,0.5720930232558139,1.0,0.8,0.8368770764119601
glm-4-9b-chat-1m,2,1,60,0.0,0.0,0.7790697674418604,0.773953488372093,0.4433554817275747
glm-4-9b-chat-1m,2,2,60,0.0,0.0,0.7751937984496124,0.7720930232558139,0.4418604651162791
glm-4-9b-chat-1m,2,3,60,1.0,0.586046511627907,1.0,0.8,0.8398671096345515
glm-4-9b-chat-1m,2,4,60,1.0,0.6744186046511628,1.0,0.8,0.8588039867109635
glm-4-9b-chat-1m,3,0,60,1.0,0.11627906976744186,1.0,0.8,0.739202657807309
glm-4-9b-chat-1m,3,1,60,0.0,0.0,0.7790697674418604,0.773953488372093,0.4433554817275747
glm-4-9b-chat-1m,3,2,60,0.0,0.0,0.7751937984496124,0.7720930232558139,0.4418604651162791
glm-4-9b-chat-1m,3,3,60,1.0,0.586046511627907,1.0,0.8,0.8398671096345515
glm-4-9b-chat-1m,3,4,60,1.0,0.6790697674418604,1.0,0.8,0.8598006644518273
glm-4-9b-chat-1m,4,0,60,1.0,0.11627906976744186,1.0,0.8,0.739202657807309
glm-4-9b-chat-1m,4,1,60,1.0,0.11162790697674418,1.0,0.8,0.7382059800664452
glm-4-9b-chat-1m,4,2,60,1.0,0.11627906976744186,1.0,0.8,0.739202657807309
glm-4-9b-chat-1m,4,3,60,1.0,0.586046511627907,1.0,0.8,0.8398671096345515
glm-4-9b-chat-1m,4,4,60,1.0,0.6651162790697674,1.0,0.8,0.856810631229236
glm-4-9b-chat-1m,0,0,120,0.0,0.0,1.0,0.4,0.35714285714285715
glm-4-9b-chat-1m,0,1,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,0,2,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,0,3,120,1.0,0.6143187066974596,1.0,0.8,0.8459254371494556
glm-4-9b-chat-1m,0,4,120,0.0,0.0,0.8275596612779061,0.4,0.32019135598812276
glm-4-9b-chat-1m,1,0,120,0.0,0.0,0.8314087759815242,0.3990762124711317,0.3206862421643022
glm-4-9b-chat-1m,1,1,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,1,2,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,1,3,120,1.0,0.6143187066974596,1.0,0.8,0.8459254371494556
glm-4-9b-chat-1m,1,4,120,0.0,0.0,0.8294842186297151,0.4,0.32060376113493894
glm-4-9b-chat-1m,2,0,120,0.0,0.0,0.8314087759815242,0.4,0.32101616628175517
glm-4-9b-chat-1m,2,1,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,2,2,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,2,3,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,2,4,120,0.0,0.0,0.8294842186297151,0.4,0.32060376113493894
glm-4-9b-chat-1m,3,0,120,0.0,0.0,0.8314087759815242,0.3990762124711317,0.3206862421643022
glm-4-9b-chat-1m,3,1,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,3,2,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,3,3,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,3,4,120,0.0,0.0,0.8294842186297151,0.4,0.32060376113493894
glm-4-9b-chat-1m,4,0,120,0.0,0.0,0.8314087759815242,0.4,0.32101616628175517
glm-4-9b-chat-1m,4,1,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,4,2,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,4,3,120,0.0,0.0,0.737105465742879,0.4,0.3008083140877598
glm-4-9b-chat-1m,4,4,120,0.0,0.0,0.8294842186297151,0.4,0.32060376113493894
Meta-Llama-3.1-8B-Instruct,0,0,3,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,0,1,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,0,2,3,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
Meta-Llama-3.1-8B-Instruct,0,3,3,0.0,0.0,1.0,0.4,0.35714285714285715
Meta-Llama-3.1-8B-Instruct,0,4,3,1.0,0.6,0.0,0.0,0.34285714285714286
Meta-Llama-3.1-8B-Instruct,1,0,3,1.0,0.9,1.0,0.4,0.7642857142857142
Meta-Llama-3.1-8B-Instruct,1,1,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,1,2,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,1,3,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,1,4,3,1.0,0.6,1.0,0.4,0.7000000000000001
Meta-Llama-3.1-8B-Instruct,2,0,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,2,1,3,1.0,0.9,1.0,0.4,0.7642857142857142
Meta-Llama-3.1-8B-Instruct,2,2,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,2,3,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Meta-Llama-3.1-8B-Instruct,2,4,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Meta-Llama-3.1-8B-Instruct,3,0,3,1.0,0.5,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B-Instruct,3,1,3,1.0,0.5,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B-Instruct,3,2,3,1.0,0.6,0.0,0.0,0.34285714285714286
Meta-Llama-3.1-8B-Instruct,3,3,3,1.0,0.6,0.0,0.0,0.34285714285714286
Meta-Llama-3.1-8B-Instruct,3,4,3,1.0,0.5,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B-Instruct,4,0,3,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
Meta-Llama-3.1-8B-Instruct,4,1,3,1.0,0.6,1.0,0.4,0.7000000000000001
Meta-Llama-3.1-8B-Instruct,4,2,3,1.0,0.5,1.0,0.4,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,4,3,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Meta-Llama-3.1-8B-Instruct,4,4,3,1.0,0.6999999999999998,1.0,0.4,0.7214285714285714
Meta-Llama-3.1-8B-Instruct,0,0,6,0.0,0.0,0.08333333333333331,0.0,0.017857142857142853
Meta-Llama-3.1-8B-Instruct,0,1,6,1.0,0.85,1.0,0.4,0.7535714285714287
Meta-Llama-3.1-8B-Instruct,0,2,6,1.0,0.6,1.0,0.4,0.7000000000000001
Meta-Llama-3.1-8B-Instruct,0,3,6,1.0,0.55,1.0,0.4,0.6892857142857143
Meta-Llama-3.1-8B-Instruct,0,4,6,1.0,0.55,1.0,0.4,0.6892857142857143
Meta-Llama-3.1-8B-Instruct,1,0,6,1.0,1.0,1.0,0.8,0.9285714285714286
Meta-Llama-3.1-8B-Instruct,1,1,6,1.0,0.4000000000000001,1.0,0.4,0.6571428571428571
Meta-Llama-3.1-8B-Instruct,1,2,6,1.0,0.55,1.0,0.4,0.6892857142857143
