model,ins_id,param_id,length,format,correct,order,ori,total_score
glm-4-9b-chat-1m,2,0,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,2,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,3,0.5,0.234375,1.0,1.0,0.6383928571428571
glm-4-9b-chat-1m,2,4,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,0,3,0.0,0.125,1.0,1.0,0.4642857142857143
glm-4-9b-chat-1m,3,1,3,0.75,0.2222222222222222,1.0,1.0,0.7063492063492064
glm-4-9b-chat-1m,3,2,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,3,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,4,3,0.5,0.125,1.0,1.0,0.6071428571428571
glm-4-9b-chat-1m,4,0,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,1,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,2,3,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,3,3,0.0,0.7291666666666667,1.0,1.0,0.636904761904762
glm-4-9b-chat-1m,4,4,3,0.75,0.4375,1.0,1.0,0.7678571428571429
glm-4-9b-chat-1m,0,0,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,1,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,2,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,3,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,4,6,1.0,0.125,0.0,0.0,0.32142857142857145
glm-4-9b-chat-1m,1,0,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,1,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,2,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,3,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,4,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,0,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,2,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,4,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,0,6,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,1,6,1.0,0.125,0.0,0.0,0.32142857142857145
glm-4-9b-chat-1m,3,2,6,0.0,0.41666666666666663,1.0,1.0,0.5476190476190476
glm-4-9b-chat-1m,3,3,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,4,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,0,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,1,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,2,6,1.0,0.125,0.0,0.0,0.32142857142857145
glm-4-9b-chat-1m,4,3,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,4,6,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,0,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,1,13,0.75,0.41666666666666663,1.0,1.0,0.7619047619047619
glm-4-9b-chat-1m,0,2,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,3,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,4,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,0,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,1,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,2,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,3,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,4,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,0,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,2,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,4,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,0,13,0.5,0.125,1.0,1.0,0.6071428571428571
glm-4-9b-chat-1m,3,1,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,2,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,3,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,4,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,0,13,0.75,0.7083333333333333,1.0,1.0,0.8452380952380951
glm-4-9b-chat-1m,4,1,13,0.75,0.5625,1.0,1.0,0.8035714285714286
glm-4-9b-chat-1m,4,2,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,3,13,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,4,13,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,0,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,1,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,2,28,0.0,0.34375,1.0,1.0,0.5267857142857143
glm-4-9b-chat-1m,0,3,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,4,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,1,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,1,1,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,2,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,3,28,0.75,0.34375,1.0,1.0,0.7410714285714286
glm-4-9b-chat-1m,1,4,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,0,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,2,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,4,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,1,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,3,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,4,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,1,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,2,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,3,28,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,4,28,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,0,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,1,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,2,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,3,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,4,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,1,0,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,1,1,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,1,2,60,0.0,0.125,1.0,1.0,0.4642857142857143
glm-4-9b-chat-1m,1,3,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,4,60,0.75,0.30000000000000004,1.0,1.0,0.7285714285714285
glm-4-9b-chat-1m,2,0,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,2,2,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,2,4,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,0,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,1,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,2,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,3,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,4,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,0,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,1,60,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,2,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,3,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,4,4,60,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,0,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,1,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,2,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,0,3,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,0,4,120,0.0,0.125,1.0,1.0,0.4642857142857143
glm-4-9b-chat-1m,1,0,120,0.0,0.34375,1.0,1.0,0.5267857142857143
glm-4-9b-chat-1m,1,1,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,2,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,3,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,1,4,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,0,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,1,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,2,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,3,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,2,4,120,0.75,0.125,0.0,0.0,0.25
glm-4-9b-chat-1m,3,0,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,1,120,0.75,0.5625,1.0,1.0,0.8035714285714286
glm-4-9b-chat-1m,3,2,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,3,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,3,4,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,0,120,0.0,0.34375,1.0,1.0,0.5267857142857143
glm-4-9b-chat-1m,4,1,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,2,120,0.0,0.125,0.0,0.0,0.03571428571428571
glm-4-9b-chat-1m,4,3,120,0.75,0.34375,1.0,1.0,0.7410714285714286
glm-4-9b-chat-1m,4,4,120,0.75,0.125,0.0,0.0,0.25
Meta-Llama-3.1-8B-Instruct,0,0,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,1,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,2,3,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,0,3,3,0.75,0.125,1.0,1.0,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,0,4,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,0,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,1,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,2,3,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,1,3,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,4,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,0,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,1,3,0.75,0.34375,1.0,1.0,0.7410714285714286
Meta-Llama-3.1-8B-Instruct,2,2,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,3,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,4,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,0,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,1,3,0.75,0.125,1.0,1.0,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,3,2,3,0.75,0.34375,1.0,1.0,0.7410714285714286
Meta-Llama-3.1-8B-Instruct,3,3,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,4,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,4,0,3,0.0,0.7000000000000001,1.0,1.0,0.6285714285714287
Meta-Llama-3.1-8B-Instruct,4,1,3,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,4,2,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,4,3,3,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,4,4,3,0.75,0.65625,1.0,1.0,0.8303571428571429
Meta-Llama-3.1-8B-Instruct,0,0,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,1,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,2,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,3,6,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,0,4,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,0,6,0.75,0.125,1.0,1.0,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,1,1,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,2,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,3,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,4,6,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,2,0,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,1,6,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,2,2,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,3,6,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,2,4,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,0,6,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,3,1,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,2,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,3,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,4,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,4,0,6,1.0,0.35000000000000003,1.0,1.0,0.8142857142857143
Meta-Llama-3.1-8B-Instruct,4,1,6,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,4,2,6,1.0,0.4375,1.0,1.0,0.8392857142857143
Meta-Llama-3.1-8B-Instruct,4,3,6,0.0,0.525,1.0,1.0,0.5785714285714285
Meta-Llama-3.1-8B-Instruct,4,4,6,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,0,13,0.75,0.34375,1.0,1.0,0.7410714285714286
Meta-Llama-3.1-8B-Instruct,0,1,13,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,2,13,0.75,0.34375,1.0,1.0,0.7410714285714286
Meta-Llama-3.1-8B-Instruct,0,3,13,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,4,13,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,0,13,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,1,1,13,0.75,0.5625,1.0,1.0,0.8035714285714286
Meta-Llama-3.1-8B-Instruct,1,2,13,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,3,13,0.0,0.8250000000000001,1.0,1.0,0.6642857142857144
Meta-Llama-3.1-8B-Instruct,1,4,13,0.0,1.0,1.0,1.0,0.7142857142857143
Meta-Llama-3.1-8B-Instruct,2,0,13,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,2,1,13,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,2,13,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,3,13,0.0,0.65,1.0,1.0,0.6142857142857142
Meta-Llama-3.1-8B-Instruct,2,4,13,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,3,0,13,0.0,0.4375,1.0,1.0,0.5535714285714286
Meta-Llama-3.1-8B-Instruct,3,1,13,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,2,13,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,3,13,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,4,13,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,4,0,13,0.75,0.4375,1.0,1.0,0.7678571428571429
Meta-Llama-3.1-8B-Instruct,4,1,13,0.75,0.78125,1.0,1.0,0.8660714285714286
Meta-Llama-3.1-8B-Instruct,4,2,13,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,4,3,13,0.0,1.0,1.0,1.0,0.7142857142857143
Meta-Llama-3.1-8B-Instruct,4,4,13,0.75,0.125,1.0,1.0,0.6785714285714286
Meta-Llama-3.1-8B-Instruct,0,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,1,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,3,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,4,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,0,28,0.75,0.125,0.0,0.0,0.25
Meta-Llama-3.1-8B-Instruct,1,1,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,3,28,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,1,4,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,1,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,3,28,0.0,0.35000000000000003,1.0,1.0,0.5285714285714286
Meta-Llama-3.1-8B-Instruct,2,4,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,0,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,1,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,3,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,4,28,0.0,0.17500000000000002,1.0,1.0,0.4785714285714286
Meta-Llama-3.1-8B-Instruct,4,0,28,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,4,1,28,0.0,0.30000000000000004,1.0,1.0,0.5142857142857143
Meta-Llama-3.1-8B-Instruct,4,2,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,4,3,28,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,4,4,28,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,0,0,60,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,0,1,60,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,2,60,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,0,3,60,0.0,0.65,1.0,1.0,0.6142857142857142
Meta-Llama-3.1-8B-Instruct,0,4,60,0.0,0.47500000000000003,1.0,1.0,0.5642857142857143
Meta-Llama-3.1-8B-Instruct,1,0,60,0.0,0.65,1.0,1.0,0.6142857142857142
Meta-Llama-3.1-8B-Instruct,1,1,60,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,1,2,60,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,1,3,60,0.0,0.21875,1.0,1.0,0.49107142857142855
Meta-Llama-3.1-8B-Instruct,1,4,60,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,2,0,60,0.0,0.2708333333333333,1.0,1.0,0.5059523809523809
Meta-Llama-3.1-8B-Instruct,2,1,60,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,2,2,60,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,2,3,60,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,2,4,60,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,3,0,60,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,3,1,60,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,3,2,60,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,3,3,60,0.0,0.5,1.0,1.0,0.5714285714285714
Meta-Llama-3.1-8B-Instruct,3,4,60,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,4,0,60,0.0,1.0,1.0,1.0,0.7142857142857143
Meta-Llama-3.1-8B-Instruct,4,1,60,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,4,2,60,0.0,0.3125,1.0,1.0,0.5178571428571429
Meta-Llama-3.1-8B-Instruct,4,3,60,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,4,4,60,0.0,0.3194444444444444,1.0,1.0,0.5198412698412699
Meta-Llama-3.1-8B-Instruct,0,0,120,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,0,1,120,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,0,2,120,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,0,3,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,0,4,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,0,120,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,1,1,120,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,1,2,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,1,3,120,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,1,4,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,0,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,1,120,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,2,2,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,2,3,120,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,2,4,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,0,120,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,3,1,120,0.0,0.34375,1.0,1.0,0.5267857142857143
Meta-Llama-3.1-8B-Instruct,3,2,120,0.0,0.78125,1.0,1.0,0.6517857142857143
Meta-Llama-3.1-8B-Instruct,3,3,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,3,4,120,0.0,0.125,1.0,1.0,0.4642857142857143
Meta-Llama-3.1-8B-Instruct,4,0,120,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,4,1,120,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
Meta-Llama-3.1-8B-Instruct,4,2,120,0.0,0.125,0.0,0.0,0.03571428571428571
Meta-Llama-3.1-8B-Instruct,4,3,120,0.0,0.5625,1.0,1.0,0.5892857142857143
Meta-Llama-3.1-8B-Instruct,4,4,120,0.0,0.125,0.0,0.0,0.03571428571428571
c4ai-command-r-v01,0,0,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-v01,0,1,3,0.0,0.125,0.0,0.0,0.03571428571428571
c4ai-command-r-v01,0,2,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-v01,0,3,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-v01,0,4,3,0.0,0.125,0.0,0.0,0.03571428571428571
c4ai-command-r-v01,1,0,3,0.0,0.125,0.0,0.0,0.03571428571428571
c4ai-command-r-v01,1,1,3,0.0,0.7083333333333333,1.0,1.0,0.6309523809523808
